sk_cliente,codigo_cliente,nome_cliente,sexo,faixa_etaria,renda_faixa,estado,cidade,bairro,canal_preferido,data_cadastro,cliente_ativo,cliente_flag
51893,CLI0051893,Nicolas Dias,Masculino,35-44,20+ SM,PR,Porto Alegre,Butantã,App,2021-11-24,1,True
51894,CLI0051894,Patrícia Araujo,Feminino,45-54,Até 2 SM,SC,Salvador,Lapa,Site,2021-12-05,1,True
51895,CLI0051895,Rafael Barbosa,Masculino,55-64,2 a 4 SM,RS,Goiânia,Liberdade,WhatsApp,2021-12-16,1,True
51896,CLI0051896,Sabrina Moura,Feminino,65+,4 a 8 SM,BA,Recife,Saúde,Loja Física,2021-12-27,1,True
51897,CLI0051897,Thiago Freitas,Masculino,65+,8 a 12 SM,GO,Fortaleza,Morumbi,App,2022-01-07,1,True
51898,CLI0051898,Vanessa Mendes,Feminino,18-24,12 a 20 SM,PE,Santos,Perdizes,Site,2022-01-18,1,True
51899,CLI0051899,William Teixeira,Masculino,25-34,20+ SM,CE,Ribeirão Preto,Bela Vista,WhatsApp,2022-01-29,1,True
51900,CLI0051900,Ana Silva,Feminino,35-44,Até 2 SM,SP,São Paulo,Centro,Loja Física,2022-02-09,1,True
51901,CLI0051901,Bruno Souza,Masculino,45-54,2 a 4 SM,RJ,Rio de Janeiro,Jardins,App,2022-02-20,1,True
51902,CLI0051902,Carlos Oliveira,Feminino,55-64,4 a 8 SM,MG,Belo Horizonte,Moema,Site,2022-03-03,1,True
51903,CLI0051903,Daniela Santos,Masculino,65+,8 a 12 SM,PR,Campinas,Tatuapé,WhatsApp,2022-03-14,1,True
51904,CLI0051904,Eduardo Pereira,Feminino,65+,12 a 20 SM,SC,Curitiba,Pinheiros,Loja Física,2022-03-25,1,True
51905,CLI0051905,Fernanda Lima,Masculino,18-24,20+ SM,RS,Porto Alegre,Vila Mariana,App,2022-04-05,1,True
51906,CLI0051906,Gabriel Costa,Feminino,25-34,Até 2 SM,BA,Salvador,Santana,Site,2022-04-16,1,True
51907,CLI0051907,Helena Almeida,Masculino,35-44,2 a 4 SM,GO,Goiânia,Ipiranga,WhatsApp,2022-04-27,1,True
51908,CLI0051908,Igor Ribeiro,Feminino,45-54,4 a 8 SM,PE,Recife,Butantã,Loja Física,2022-05-08,1,True
51909,CLI0051909,Juliana Carvalho,Masculino,55-64,8 a 12 SM,CE,Fortaleza,Lapa,App,2022-05-19,1,True
51910,CLI0051910,Karina Gomes,Feminino,65+,12 a 20 SM,SP,Santos,Liberdade,Site,2022-05-30,1,True
51911,CLI0051911,Lucas Martins,Masculino,65+,20+ SM,RJ,Ribeirão Preto,Saúde,WhatsApp,2022-06-10,0,0
51912,CLI0051912,Mariana Rocha,Feminino,18-24,Até 2 SM,MG,São Paulo,Morumbi,Loja Física,2022-06-21,1,True
51913,CLI0051913,Nicolas Dias,Masculino,25-34,2 a 4 SM,PR,Rio de Janeiro,Perdizes,App,2022-07-02,1,True
51914,CLI0051914,Patrícia Araujo,Feminino,35-44,4 a 8 SM,SC,Belo Horizonte,Bela Vista,Site,2022-07-13,1,True
51915,CLI0051915,Rafael Barbosa,Masculino,45-54,8 a 12 SM,RS,Campinas,Centro,WhatsApp,2022-07-24,1,True
51916,CLI0051916,Sabrina Moura,Feminino,55-64,12 a 20 SM,BA,Curitiba,Jardins,Loja Física,2022-08-04,1,True
51917,CLI0051917,Thiago Freitas,Masculino,65+,20+ SM,GO,Porto Alegre,Moema,App,2022-08-15,1,True
51918,CLI0051918,Vanessa Mendes,Feminino,65+,Até 2 SM,PE,Salvador,Tatuapé,Site,2022-08-26,1,True
51919,CLI0051919,William Teixeira,Masculino,18-24,2 a 4 SM,CE,Goiânia,Pinheiros,WhatsApp,2022-09-06,1,True
51920,CLI0051920,Ana Silva,Feminino,25-34,4 a 8 SM,SP,Recife,Vila Mariana,Loja Física,2022-09-17,1,True
51921,CLI0051921,Bruno Souza,Masculino,35-44,8 a 12 SM,RJ,Fortaleza,Santana,App,2022-09-28,1,True
51922,CLI0051922,Carlos Oliveira,Feminino,45-54,12 a 20 SM,MG,Santos,Ipiranga,Site,2022-10-09,1,True
51923,CLI0051923,Daniela Santos,Masculino,55-64,20+ SM,PR,Ribeirão Preto,Butantã,WhatsApp,2022-10-20,1,True
51924,CLI0051924,Eduardo Pereira,Feminino,65+,Até 2 SM,SC,São Paulo,Lapa,Loja Física,2022-10-31,1,True
51925,CLI0051925,Fernanda Lima,Masculino,65+,2 a 4 SM,RS,Rio de Janeiro,Liberdade,App,2022-11-11,1,True
51926,CLI0051926,Gabriel Costa,Feminino,18-24,4 a 8 SM,BA,Belo Horizonte,Saúde,Site,2022-11-22,1,True
51927,CLI0051927,Helena Almeida,Masculino,25-34,8 a 12 SM,GO,Campinas,Morumbi,WhatsApp,2022-12-03,1,True
51928,CLI0051928,Igor Ribeiro,Feminino,35-44,12 a 20 SM,PE,Curitiba,Perdizes,Loja Física,2022-12-14,1,True
51929,CLI0051929,Juliana Carvalho,Masculino,45-54,20+ SM,CE,Porto Alegre,Bela Vista,App,2022-12-25,1,True
51930,CLI0051930,Karina Gomes,Feminino,55-64,Até 2 SM,SP,Salvador,Centro,Site,2023-01-05,1,True
51931,CLI0051931,Lucas Martins,Masculino,65+,2 a 4 SM,RJ,Goiânia,Jardins,WhatsApp,2023-01-16,1,True
51932,CLI0051932,Mariana Rocha,Feminino,65+,4 a 8 SM,MG,Recife,Moema,Loja Física,2023-01-27,1,True
51933,CLI0051933,Nicolas Dias,Masculino,18-24,8 a 12 SM,PR,Fortaleza,Tatuapé,App,2023-02-07,1,True
51934,CLI0051934,Patrícia Araujo,Feminino,25-34,12 a 20 SM,SC,Santos,Pinheiros,Site,2023-02-18,0,0
51935,CLI0051935,Rafael Barbosa,Masculino,35-44,20+ SM,RS,Ribeirão Preto,Vila Mariana,WhatsApp,2023-03-01,1,True
51936,CLI0051936,Sabrina Moura,Feminino,45-54,Até 2 SM,BA,São Paulo,Santana,Loja Física,2023-03-12,1,True
51937,CLI0051937,Thiago Freitas,Masculino,55-64,2 a 4 SM,GO,Rio de Janeiro,Ipiranga,App,2023-03-23,1,True
51938,CLI0051938,Vanessa Mendes,Feminino,65+,4 a 8 SM,PE,Belo Horizonte,Butantã,Site,2023-04-03,1,True
51939,CLI0051939,William Teixeira,Masculino,65+,8 a 12 SM,CE,Campinas,Lapa,WhatsApp,2023-04-14,1,True
51940,CLI0051940,Ana Silva,Feminino,18-24,12 a 20 SM,SP,Curitiba,Liberdade,Loja Física,2023-04-25,1,True
51941,CLI0051941,Bruno Souza,Masculino,25-34,20+ SM,RJ,Porto Alegre,Saúde,App,2023-05-06,1,True
51942,CLI0051942,Carlos Oliveira,Feminino,35-44,Até 2 SM,MG,Salvador,Morumbi,Site,2023-05-17,1,True
51943,CLI0051943,Daniela Santos,Masculino,45-54,2 a 4 SM,PR,Goiânia,Perdizes,WhatsApp,2023-05-28,1,True
51944,CLI0051944,Eduardo Pereira,Feminino,55-64,4 a 8 SM,SC,Recife,Bela Vista,Loja Física,2023-06-08,1,True
51945,CLI0051945,Fernanda Lima,Masculino,65+,8 a 12 SM,RS,Fortaleza,Centro,App,2023-06-19,1,True
51946,CLI0051946,Gabriel Costa,Feminino,65+,12 a 20 SM,BA,Santos,Jardins,Site,2023-06-30,1,True
51947,CLI0051947,Helena Almeida,Masculino,18-24,20+ SM,GO,Ribeirão Preto,Moema,WhatsApp,2023-07-11,1,True
51948,CLI0051948,Igor Ribeiro,Feminino,25-34,Até 2 SM,PE,São Paulo,Tatuapé,Loja Física,2023-07-22,1,True
51949,CLI0051949,Juliana Carvalho,Masculino,35-44,2 a 4 SM,CE,Rio de Janeiro,Pinheiros,App,2023-08-02,1,True
51950,CLI0051950,Karina Gomes,Feminino,45-54,4 a 8 SM,SP,Belo Horizonte,Vila Mariana,Site,2023-08-13,1,True
51951,CLI0051951,Lucas Martins,Masculino,55-64,8 a 12 SM,RJ,Campinas,Santana,WhatsApp,2023-08-24,1,True
51952,CLI0051952,Mariana Rocha,Feminino,65+,12 a 20 SM,MG,Curitiba,Ipiranga,Loja Física,2023-09-04,1,True
51953,CLI0051953,Nicolas Dias,Masculino,65+,20+ SM,PR,Porto Alegre,Butantã,App,2023-09-15,1,True
51954,CLI0051954,Patrícia Araujo,Feminino,18-24,Até 2 SM,SC,Salvador,Lapa,Site,2023-09-26,1,True
51955,CLI0051955,Rafael Barbosa,Masculino,25-34,2 a 4 SM,RS,Goiânia,Liberdade,WhatsApp,2023-10-07,1,True
51956,CLI0051956,Sabrina Moura,Feminino,35-44,4 a 8 SM,BA,Recife,Saúde,Loja Física,2023-10-18,1,True
51957,CLI0051957,Thiago Freitas,Masculino,45-54,8 a 12 SM,GO,Fortaleza,Morumbi,App,2023-10-29,0,0
51958,CLI0051958,Vanessa Mendes,Feminino,55-64,12 a 20 SM,PE,Santos,Perdizes,Site,2023-11-09,1,True
51959,CLI0051959,William Teixeira,Masculino,65+,20+ SM,CE,Ribeirão Preto,Bela Vista,WhatsApp,2023-11-20,1,True
51960,CLI0051960,Ana Silva,Feminino,65+,Até 2 SM,SP,São Paulo,Centro,Loja Física,2023-12-01,1,True
51961,CLI0051961,Bruno Souza,Masculino,18-24,2 a 4 SM,RJ,Rio de Janeiro,Jardins,App,2023-12-12,1,True
51962,CLI0051962,Carlos Oliveira,Feminino,25-34,4 a 8 SM,MG,Belo Horizonte,Moema,Site,2023-12-23,1,True
51963,CLI0051963,Daniela Santos,Masculino,35-44,8 a 12 SM,PR,Campinas,Tatuapé,WhatsApp,2024-01-03,1,True
51964,CLI0051964,Eduardo Pereira,Feminino,45-54,12 a 20 SM,SC,Curitiba,Pinheiros,Loja Física,2024-01-14,1,True
51965,CLI0051965,Fernanda Lima,Masculino,55-64,20+ SM,RS,Porto Alegre,Vila Mariana,App,2024-01-25,1,True
51966,CLI0051966,Gabriel Costa,Feminino,65+,Até 2 SM,BA,Salvador,Santana,Site,2024-02-05,1,True
51967,CLI0051967,Helena Almeida,Masculino,65+,2 a 4 SM,GO,Goiânia,Ipiranga,WhatsApp,2024-02-16,1,True
51968,CLI0051968,Igor Ribeiro,Feminino,18-24,4 a 8 SM,PE,Recife,Butantã,Loja Física,2024-02-27,1,True
51969,CLI0051969,Juliana Carvalho,Masculino,25-34,8 a 12 SM,CE,Fortaleza,Lapa,App,2024-03-09,1,True
51970,CLI0051970,Karina Gomes,Feminino,35-44,12 a 20 SM,SP,Santos,Liberdade,Site,2024-03-20,1,True
51971,CLI0051971,Lucas Martins,Masculino,45-54,20+ SM,RJ,Ribeirão Preto,Saúde,WhatsApp,2024-03-31,1,True
51972,CLI0051972,Mariana Rocha,Feminino,55-64,Até 2 SM,MG,São Paulo,Morumbi,Loja Física,2024-04-11,1,True
51973,CLI0051973,Nicolas Dias,Masculino,65+,2 a 4 SM,PR,Rio de Janeiro,Perdizes,App,2024-04-22,1,True
51974,CLI0051974,Patrícia Araujo,Feminino,65+,4 a 8 SM,SC,Belo Horizonte,Bela Vista,Site,2024-05-03,1,True
51975,CLI0051975,Rafael Barbosa,Masculino,18-24,8 a 12 SM,RS,Campinas,Centro,WhatsApp,2024-05-14,1,True
51976,CLI0051976,Sabrina Moura,Feminino,25-34,12 a 20 SM,BA,Curitiba,Jardins,Loja Física,2024-05-25,1,True
51977,CLI0051977,Thiago Freitas,Masculino,35-44,20+ SM,GO,Porto Alegre,Moema,App,2024-06-05,1,True
51978,CLI0051978,Vanessa Mendes,Feminino,45-54,Até 2 SM,PE,Salvador,Tatuapé,Site,2024-06-16,1,True
51979,CLI0051979,William Teixeira,Masculino,55-64,2 a 4 SM,CE,Goiânia,Pinheiros,WhatsApp,2024-06-27,1,True
51980,CLI0051980,Ana Silva,Feminino,65+,4 a 8 SM,SP,Recife,Vila Mariana,Loja Física,2024-07-08,0,0
51981,CLI0051981,Bruno Souza,Masculino,65+,8 a 12 SM,RJ,Fortaleza,Santana,App,2024-07-19,1,True
51982,CLI0051982,Carlos Oliveira,Feminino,18-24,12 a 20 SM,MG,Santos,Ipiranga,Site,2024-07-30,1,True
51983,CLI0051983,Daniela Santos,Masculino,25-34,20+ SM,PR,Ribeirão Preto,Butantã,WhatsApp,2024-08-10,1,True
51984,CLI0051984,Eduardo Pereira,Feminino,35-44,Até 2 SM,SC,São Paulo,Lapa,Loja Física,2024-08-21,1,True
51985,CLI0051985,Fernanda Lima,Masculino,45-54,2 a 4 SM,RS,Rio de Janeiro,Liberdade,App,2024-09-01,1,True
51986,CLI0051986,Gabriel Costa,Feminino,55-64,4 a 8 SM,BA,Belo Horizonte,Saúde,Site,2024-09-12,1,True
51987,CLI0051987,Helena Almeida,Masculino,65+,8 a 12 SM,GO,Campinas,Morumbi,WhatsApp,2024-09-23,1,True
51988,CLI0051988,Igor Ribeiro,Feminino,65+,12 a 20 SM,PE,Curitiba,Perdizes,Loja Física,2024-10-04,1,True
51989,CLI0051989,Juliana Carvalho,Masculino,18-24,20+ SM,CE,Porto Alegre,Bela Vista,App,2024-10-15,1,True
51990,CLI0051990,Karina Gomes,Feminino,25-34,Até 2 SM,SP,Salvador,Centro,Site,2024-10-26,1,True
51991,CLI0051991,Lucas Martins,Masculino,35-44,2 a 4 SM,RJ,Goiânia,Jardins,WhatsApp,2024-11-06,1,True
51992,CLI0051992,Mariana Rocha,Feminino,45-54,4 a 8 SM,MG,Recife,Moema,Loja Física,2024-11-17,1,True
51993,CLI0051993,Nicolas Dias,Masculino,55-64,8 a 12 SM,PR,Fortaleza,Tatuapé,App,2024-11-28,1,True
51994,CLI0051994,Patrícia Araujo,Feminino,65+,12 a 20 SM,SC,Santos,Pinheiros,Site,2024-12-09,1,True
51995,CLI0051995,Rafael Barbosa,Masculino,65+,20+ SM,RS,Ribeirão Preto,Vila Mariana,WhatsApp,2024-12-20,1,True
51996,CLI0051996,Sabrina Moura,Feminino,18-24,Até 2 SM,BA,São Paulo,Santana,Loja Física,2024-12-31,1,True
51997,CLI0051997,Thiago Freitas,Masculino,25-34,2 a 4 SM,GO,Rio de Janeiro,Ipiranga,App,2025-01-11,1,True
51998,CLI0051998,Vanessa Mendes,Feminino,35-44,4 a 8 SM,PE,Belo Horizonte,Butantã,Site,2025-01-22,1,True
51999,CLI0051999,William Teixeira,Masculino,45-54,8 a 12 SM,CE,Campinas,Lapa,WhatsApp,2025-02-02,1,True
52000,CLI0052000,Ana Silva,Feminino,55-64,12 a 20 SM,SP,Curitiba,Liberdade,Loja Física,2025-02-13,1,True
52001,CLI0052001,Bruno Souza,Masculino,65+,20+ SM,RJ,Porto Alegre,Saúde,App,2025-02-24,1,True
52002,CLI0052002,Carlos Oliveira,Feminino,65+,Até 2 SM,MG,Salvador,Morumbi,Site,2025-03-07,1,True
52003,CLI0052003,Daniela Santos,Masculino,18-24,2 a 4 SM,PR,Goiânia,Perdizes,WhatsApp,2025-03-18,0,0
52004,CLI0052004,Eduardo Pereira,Feminino,25-34,4 a 8 SM,SC,Recife,Bela Vista,Loja Física,2025-03-29,1,True
52005,CLI0052005,Fernanda Lima,Masculino,35-44,8 a 12 SM,RS,Fortaleza,Centro,App,2025-04-09,1,True
52006,CLI0052006,Gabriel Costa,Feminino,45-54,12 a 20 SM,BA,Santos,Jardins,Site,2025-04-20,1,True
52007,CLI0052007,Helena Almeida,Masculino,55-64,20+ SM,GO,Ribeirão Preto,Moema,WhatsApp,2025-05-01,1,True
52008,CLI0052008,Igor Ribeiro,Feminino,65+,Até 2 SM,PE,São Paulo,Tatuapé,Loja Física,2025-05-12,1,True
52009,CLI0052009,Juliana Carvalho,Masculino,65+,2 a 4 SM,CE,Rio de Janeiro,Pinheiros,App,2025-05-23,1,True
52010,CLI0052010,Karina Gomes,Feminino,18-24,4 a 8 SM,SP,Belo Horizonte,Vila Mariana,Site,2025-06-03,1,True
52011,CLI0052011,Lucas Martins,Masculino,25-34,8 a 12 SM,RJ,Campinas,Santana,WhatsApp,2025-06-14,1,True
52012,CLI0052012,Mariana Rocha,Feminino,35-44,12 a 20 SM,MG,Curitiba,Ipiranga,Loja Física,2025-06-25,1,True
52013,CLI0052013,Nicolas Dias,Masculino,45-54,20+ SM,PR,Porto Alegre,Butantã,App,2025-07-06,1,True
52014,CLI0052014,Patrícia Araujo,Feminino,55-64,Até 2 SM,SC,Salvador,Lapa,Site,2025-07-17,1,True
52015,CLI0052015,Rafael Barbosa,Masculino,65+,2 a 4 SM,RS,Goiânia,Liberdade,WhatsApp,2025-07-28,1,True
52016,CLI0052016,Sabrina Moura,Feminino,65+,4 a 8 SM,BA,Recife,Saúde,Loja Física,2025-08-08,1,True
52017,CLI0052017,Thiago Freitas,Masculino,18-24,8 a 12 SM,GO,Fortaleza,Morumbi,App,2025-08-19,1,True
52018,CLI0052018,Vanessa Mendes,Feminino,25-34,12 a 20 SM,PE,Santos,Perdizes,Site,2025-08-30,1,True
52019,CLI0052019,William Teixeira,Masculino,35-44,20+ SM,CE,Ribeirão Preto,Bela Vista,WhatsApp,2025-09-10,1,True
52020,CLI0052020,Ana Silva,Feminino,45-54,Até 2 SM,SP,São Paulo,Centro,Loja Física,2025-09-21,1,True
52021,CLI0052021,Bruno Souza,Masculino,55-64,2 a 4 SM,RJ,Rio de Janeiro,Jardins,App,2025-10-02,1,True
52022,CLI0052022,Carlos Oliveira,Feminino,65+,4 a 8 SM,MG,Belo Horizonte,Moema,Site,2025-10-13,1,True
52023,CLI0052023,Daniela Santos,Masculino,65+,8 a 12 SM,PR,Campinas,Tatuapé,WhatsApp,2025-10-24,1,True
52024,CLI0052024,Eduardo Pereira,Feminino,18-24,12 a 20 SM,SC,Curitiba,Pinheiros,Loja Física,2025-11-04,1,True
52025,CLI0052025,Fernanda Lima,Masculino,25-34,20+ SM,RS,Porto Alegre,Vila Mariana,App,2025-11-15,1,True
52026,CLI0052026,Gabriel Costa,Feminino,35-44,Até 2 SM,BA,Salvador,Santana,Site,2025-11-26,0,0
52027,CLI0052027,Helena Almeida,Masculino,45-54,2 a 4 SM,GO,Goiânia,Ipiranga,WhatsApp,2025-12-07,1,True
52028,CLI0052028,Igor Ribeiro,Feminino,55-64,4 a 8 SM,PE,Recife,Butantã,Loja Física,2025-12-18,1,True
52029,CLI0052029,Juliana Carvalho,Masculino,65+,8 a 12 SM,CE,Fortaleza,Lapa,App,2025-12-29,1,True
52030,CLI0052030,Karina Gomes,Feminino,65+,12 a 20 SM,SP,Santos,Liberdade,Site,2019-01-11,1,True
52031,CLI0052031,Lucas Martins,Masculino,18-24,20+ SM,RJ,Ribeirão Preto,Saúde,WhatsApp,2019-01-22,1,True
52032,CLI0052032,Mariana Rocha,Feminino,25-34,Até 2 SM,MG,São Paulo,Morumbi,Loja Física,2019-02-02,1,True
52033,CLI0052033,Nicolas Dias,Masculino,35-44,2 a 4 SM,PR,Rio de Janeiro,Perdizes,App,2019-02-13,1,True
52034,CLI0052034,Patrícia Araujo,Feminino,45-54,4 a 8 SM,SC,Belo Horizonte,Bela Vista,Site,2019-02-24,1,True
52035,CLI0052035,Rafael Barbosa,Masculino,55-64,8 a 12 SM,RS,Campinas,Centro,WhatsApp,2019-03-07,1,True
52036,CLI0052036,Sabrina Moura,Feminino,65+,12 a 20 SM,BA,Curitiba,Jardins,Loja Física,2019-03-18,1,True
52037,CLI0052037,Thiago Freitas,Masculino,65+,20+ SM,GO,Porto Alegre,Moema,App,2019-03-29,1,True
52038,CLI0052038,Vanessa Mendes,Feminino,18-24,Até 2 SM,PE,Salvador,Tatuapé,Site,2019-04-09,1,True
52039,CLI0052039,William Teixeira,Masculino,25-34,2 a 4 SM,CE,Goiânia,Pinheiros,WhatsApp,2019-04-20,1,True
52040,CLI0052040,Ana Silva,Feminino,35-44,4 a 8 SM,SP,Recife,Vila Mariana,Loja Física,2019-05-01,1,True
52041,CLI0052041,Bruno Souza,Masculino,45-54,8 a 12 SM,RJ,Fortaleza,Santana,App,2019-05-12,1,True
52042,CLI0052042,Carlos Oliveira,Feminino,55-64,12 a 20 SM,MG,Santos,Ipiranga,Site,2019-05-23,1,True
52043,CLI0052043,Daniela Santos,Masculino,65+,20+ SM,PR,Ribeirão Preto,Butantã,WhatsApp,2019-06-03,1,True
52044,CLI0052044,Eduardo Pereira,Feminino,65+,Até 2 SM,SC,São Paulo,Lapa,Loja Física,2019-06-14,1,True
52045,CLI0052045,Fernanda Lima,Masculino,18-24,2 a 4 SM,RS,Rio de Janeiro,Liberdade,App,2019-06-25,1,True
52046,CLI0052046,Gabriel Costa,Feminino,25-34,4 a 8 SM,BA,Belo Horizonte,Saúde,Site,2019-07-06,1,True
52047,CLI0052047,Helena Almeida,Masculino,35-44,8 a 12 SM,GO,Campinas,Morumbi,WhatsApp,2019-07-17,1,True
52048,CLI0052048,Igor Ribeiro,Feminino,45-54,12 a 20 SM,PE,Curitiba,Perdizes,Loja Física,2019-07-28,1,True
52049,CLI0052049,Juliana Carvalho,Masculino,55-64,20+ SM,CE,Porto Alegre,Bela Vista,App,2019-08-08,0,0
52050,CLI0052050,Karina Gomes,Feminino,65+,Até 2 SM,SP,Salvador,Centro,Site,2019-08-19,1,True
52051,CLI0052051,Lucas Martins,Masculino,65+,2 a 4 SM,RJ,Goiânia,Jardins,WhatsApp,2019-08-30,1,True
52052,CLI0052052,Mariana Rocha,Feminino,18-24,4 a 8 SM,MG,Recife,Moema,Loja Física,2019-09-10,1,True
52053,CLI0052053,Nicolas Dias,Masculino,25-34,8 a 12 SM,PR,Fortaleza,Tatuapé,App,2019-09-21,1,True
52054,CLI0052054,Patrícia Araujo,Feminino,35-44,12 a 20 SM,SC,Santos,Pinheiros,Site,2019-10-02,1,True
52055,CLI0052055,Rafael Barbosa,Masculino,45-54,20+ SM,RS,Ribeirão Preto,Vila Mariana,WhatsApp,2019-10-13,1,True
52056,CLI0052056,Sabrina Moura,Feminino,55-64,Até 2 SM,BA,São Paulo,Santana,Loja Física,2019-10-24,1,True
52057,CLI0052057,Thiago Freitas,Masculino,65+,2 a 4 SM,GO,Rio de Janeiro,Ipiranga,App,2019-11-04,1,True
52058,CLI0052058,Vanessa Mendes,Feminino,65+,4 a 8 SM,PE,Belo Horizonte,Butantã,Site,2019-11-15,1,True
52059,CLI0052059,William Teixeira,Masculino,18-24,8 a 12 SM,CE,Campinas,Lapa,WhatsApp,2019-11-26,1,True
52060,CLI0052060,Ana Silva,Feminino,25-34,12 a 20 SM,SP,Curitiba,Liberdade,Loja Física,2019-12-07,1,True
52061,CLI0052061,Bruno Souza,Masculino,35-44,20+ SM,RJ,Porto Alegre,Saúde,App,2019-12-18,1,True
52062,CLI0052062,Carlos Oliveira,Feminino,45-54,Até 2 SM,MG,Salvador,Morumbi,Site,2019-12-29,1,True
52063,CLI0052063,Daniela Santos,Masculino,55-64,2 a 4 SM,PR,Goiânia,Perdizes,WhatsApp,2020-01-09,1,True
52064,CLI0052064,Eduardo Pereira,Feminino,65+,4 a 8 SM,SC,Recife,Bela Vista,Loja Física,2020-01-20,1,True
52065,CLI0052065,Fernanda Lima,Masculino,65+,8 a 12 SM,RS,Fortaleza,Centro,App,2020-01-31,1,True
52066,CLI0052066,Gabriel Costa,Feminino,18-24,12 a 20 SM,BA,Santos,Jardins,Site,2020-02-11,1,True
52067,CLI0052067,Helena Almeida,Masculino,25-34,20+ SM,GO,Ribeirão Preto,Moema,WhatsApp,2020-02-22,1,True
52068,CLI0052068,Igor Ribeiro,Feminino,35-44,Até 2 SM,PE,São Paulo,Tatuapé,Loja Física,2020-03-04,1,True
52069,CLI0052069,Juliana Carvalho,Masculino,45-54,2 a 4 SM,CE,Rio de Janeiro,Pinheiros,App,2020-03-15,1,True
52070,CLI0052070,Karina Gomes,Feminino,55-64,4 a 8 SM,SP,Belo Horizonte,Vila Mariana,Site,2020-03-26,1,True
52071,CLI0052071,Lucas Martins,Masculino,65+,8 a 12 SM,RJ,Campinas,Santana,WhatsApp,2020-04-06,1,True
52072,CLI0052072,Mariana Rocha,Feminino,65+,12 a 20 SM,MG,Curitiba,Ipiranga,Loja Física,2020-04-17,0,0
52073,CLI0052073,Nicolas Dias,Masculino,18-24,20+ SM,PR,Porto Alegre,Butantã,App,2020-04-28,1,True
52074,CLI0052074,Patrícia Araujo,Feminino,25-34,Até 2 SM,SC,Salvador,Lapa,Site,2020-05-09,1,True
52075,CLI0052075,Rafael Barbosa,Masculino,35-44,2 a 4 SM,RS,Goiânia,Liberdade,WhatsApp,2020-05-20,1,True
52076,CLI0052076,Sabrina Moura,Feminino,45-54,4 a 8 SM,BA,Recife,Saúde,Loja Física,2020-05-31,1,True
52077,CLI0052077,Thiago Freitas,Masculino,55-64,8 a 12 SM,GO,Fortaleza,Morumbi,App,2020-06-11,1,True
52078,CLI0052078,Vanessa Mendes,Feminino,65+,12 a 20 SM,PE,Santos,Perdizes,Site,2020-06-22,1,True
52079,CLI0052079,William Teixeira,Masculino,65+,20+ SM,CE,Ribeirão Preto,Bela Vista,WhatsApp,2020-07-03,1,True
52080,CLI0052080,Ana Silva,Feminino,18-24,Até 2 SM,SP,São Paulo,Centro,Loja Física,2020-07-14,1,True
52081,CLI0052081,Bruno Souza,Masculino,25-34,2 a 4 SM,RJ,Rio de Janeiro,Jardins,App,2020-07-25,1,True
52082,CLI0052082,Carlos Oliveira,Feminino,35-44,4 a 8 SM,MG,Belo Horizonte,Moema,Site,2020-08-05,1,True
52083,CLI0052083,Daniela Santos,Masculino,45-54,8 a 12 SM,PR,Campinas,Tatuapé,WhatsApp,2020-08-16,1,True
52084,CLI0052084,Eduardo Pereira,Feminino,55-64,12 a 20 SM,SC,Curitiba,Pinheiros,Loja Física,2020-08-27,1,True
52085,CLI0052085,Fernanda Lima,Masculino,65+,20+ SM,RS,Porto Alegre,Vila Mariana,App,2020-09-07,1,True
52086,CLI0052086,Gabriel Costa,Feminino,65+,Até 2 SM,BA,Salvador,Santana,Site,2020-09-18,1,True
52087,CLI0052087,Helena Almeida,Masculino,18-24,2 a 4 SM,GO,Goiânia,Ipiranga,WhatsApp,2020-09-29,1,True
52088,CLI0052088,Igor Ribeiro,Feminino,25-34,4 a 8 SM,PE,Recife,Butantã,Loja Física,2020-10-10,1,True
52089,CLI0052089,Juliana Carvalho,Masculino,35-44,8 a 12 SM,CE,Fortaleza,Lapa,App,2020-10-21,1,True
52090,CLI0052090,Karina Gomes,Feminino,45-54,12 a 20 SM,SP,Santos,Liberdade,Site,2020-11-01,1,True
52091,CLI0052091,Lucas Martins,Masculino,55-64,20+ SM,RJ,Ribeirão Preto,Saúde,WhatsApp,2020-11-12,1,True
52092,CLI0052092,Mariana Rocha,Feminino,65+,Até 2 SM,MG,São Paulo,Morumbi,Loja Física,2020-11-23,1,True
52093,CLI0052093,Nicolas Dias,Masculino,65+,2 a 4 SM,PR,Rio de Janeiro,Perdizes,App,2020-12-04,1,True
52094,CLI0052094,Patrícia Araujo,Feminino,18-24,4 a 8 SM,SC,Belo Horizonte,Bela Vista,Site,2020-12-15,1,True
52095,CLI0052095,Rafael Barbosa,Masculino,25-34,8 a 12 SM,RS,Campinas,Centro,WhatsApp,2020-12-26,0,0
52096,CLI0052096,Sabrina Moura,Feminino,35-44,12 a 20 SM,BA,Curitiba,Jardins,Loja Física,2021-01-06,1,True
52097,CLI0052097,Thiago Freitas,Masculino,45-54,20+ SM,GO,Porto Alegre,Moema,App,2021-01-17,1,True
52098,CLI0052098,Vanessa Mendes,Feminino,55-64,Até 2 SM,PE,Salvador,Tatuapé,Site,2021-01-28,1,True
52099,CLI0052099,William Teixeira,Masculino,65+,2 a 4 SM,CE,Goiânia,Pinheiros,WhatsApp,2021-02-08,1,True
52100,CLI0052100,Ana Silva,Feminino,65+,4 a 8 SM,SP,Recife,Vila Mariana,Loja Física,2021-02-19,1,True
